minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Penelope,0.6023266556844877,25.584621159502053,15.288770708334981,30.56511968215046,7.181394426555082,20.814478527112495,9.403618154668543,17.202585416944675
0,Daffy Duck,0.6236919601683787,28.016806546717213,14.894179609346283,31.78119995637965,7.206823513453404,18.43463467193818,17.449824684835235,32.24317559278164
12,Sylvester,0.6083154954878626,28.221038086433744,15.335339319307087,34.703574993296975,7.493329865780267,23.672461448907697,12.300507979182928,22.428466030983845
12,Marvin the Martian,0.5875811063306947,34.49884727357514,15.194256539427522,33.54389811708654,6.267554852762202,14.600843207447875,8.904645671762093,22.462193943226286
12,Road Runner,0.625164479790056,33.04309449627807,13.7162213451287,35.66174947017813,6.861847734387688,28.243307681286055,15.994680972780705,27.79172122798116
12,Foghorn Leghorn,0.6261425293614276,28.882892347364326,15.201593867076895,38.065750581686515,6.192809211138609,15.679071843798852,13.008580885695942,31.85805413839815
12,Bugs Bunny,0.6287719508280896,26.156141624272436,16.928432400934412,30.147134199675044,6.149114276454331,20.87480359741346,12.959213260852565,22.75996592641319
12,Elmer Fudd,0.6361476405419433,29.275755300093014,15.499766685079203,37.29094703068534,3.5221086027462785,25.163844670217195,14.047305486199198,28.073590242159103
12,Lola Bunny,0.6332333625341219,38.979409891209855,13.23973345540722,38.63128474686923,3.914658312744079,24.48227332876116,18.444535574912187,37.34915612066588
12,Porky Pig,0.6048054699332459,33.811604348413134,15.133139377822365,33.91212500477511,5.224510611505819,13.664558088304398,15.455001635027019,33.56447282540438
12,Tasmanian Devil,0.6055526944279799,25.721119026104255,14.738871879038934,37.630502871564595,4.4514511602126206,19.5574196177807,8.690660364568334,22.412120241713996
12,Gossamer,0.606402607597133,28.893089850443623,15.245556151654391,35.16285676613612,7.105453205093832,16.183058543663243,15.196849783242532,31.46771983682294
12,Granny,0.6188448682048178,29.503045948994327,15.197250650544525,35.97658367758218,6.592836097044975,22.552502185426416,15.930377179552544,29.951983256715653
12,Wile E. Coyote,0.6321478134908528,27.483431566275577,14.670297409588581,33.23435146076366,5.717008692600814,17.857361341326754,13.95321468952844,29.54525452459787
12,Tweety,0.6053062383143114,27.25539095560641,14.031033946672691,36.0094415463855,7.655587409966235,20.685181347400988,11.129466986793979,23.85391507324071
12,Penelope,0.6198130656122256,26.56925658954619,14.202048866237972,30.060083930193553,6.222968607427207,11.882155004959852,9.580202673561356,24.61603418220456
12,Daffy Duck,0.6246191926453848,31.23378831469599,15.3318675689869,31.651373501379908,5.692049776943556,16.322332435044547,14.754563425160988,30.23868381432632
24,Sylvester,0.6173962101148213,32.936061417959586,15.04931921325082,35.522986498589674,8.786800645786588,16.190614463821674,14.483654617887208,31.399567497255834
24,Marvin the Martian,0.6253279040531142,31.699784891013152,14.288174258602893,32.21269079838318,7.960589034559787,15.216971085433281,11.276519288970555,26.528900242055133
24,Road Runner,0.6289010983093192,25.74283493330227,14.669050131929184,36.02861927242392,6.0506873969364365,32.01475780235939,10.146726490751066,16.726315033479526
24,Foghorn Leghorn,0.6182794917709503,30.654585226080517,15.396492984035412,31.091379144889903,5.545999801450641,20.390266367223013,14.711468090199636,26.906244432263794
24,Bugs Bunny,0.6301631300156331,32.839596422962394,16.40981559241218,35.905222244203955,3.4900406949765426,21.699727601891833,11.26909373242809,25.044582910587128
24,Elmer Fudd,0.6341630482487254,25.934732783073528,14.581630031390794,35.97530737761821,6.9956959913703125,23.685020671705317,15.708318717373233,29.704146932800565
24,Lola Bunny,0.6255155085155769,32.05273356364059,14.36812971132391,35.07993495853758,3.504921015602793,21.17755545237204,16.629805214659253,33.10449053116024
24,Porky Pig,0.6048330537665084,31.890621606295554,15.457786305880921,34.879315869654754,6.961343454563718,13.462273241546036,15.703268656885772,33.80979317798479
24,Tasmanian Devil,0.6191484062301172,24.55490199462544,16.17873541561879,36.2427919722802,5.058399658914202,18.290871756139424,10.75136290298847,24.932362450079122
24,Gossamer,0.6180196180843449,36.16996281366394,13.51800903475409,34.46469675100622,4.366577367210227,22.170216445483433,13.336188831967203,27.78371366952371
24,Granny,0.6170661229815625,31.626933513957447,15.130526803983336,34.07993384738591,4.055171395827605,21.68597139490222,13.288539023870316,26.467329918340187
24,Wile E. Coyote,0.6220527772566928,32.90719696075853,13.580882823620604,36.044245604360704,6.615483403747928,23.963712678348013,12.63633185112298,25.9566599106381
24,Tweety,0.608611102696124,26.73123727647645,14.983121178736777,38.902187907876225,8.071874174680001,22.224668030017263,11.050416433211263,24.025974382046147
24,Penelope,0.6176685954249588,27.158555941186204,14.623788583479664,28.44064371423047,8.592979104570272,20.24048148284514,11.979097179098922,20.90460389228262
24,Daffy Duck,0.6274821947602024,31.593044859793615,16.61194803628079,36.13262550488791,9.083880084466266,15.213899432979108,10.257428243646308,26.002096519285896
36,Sylvester,0.6185152054631795,36.37620833356983,15.023559932877053,33.76405082752845,9.327418934924925,23.66353265079408,10.787535548010226,20.867012742768328
36,Marvin the Martian,0.6027986740285797,31.543012052901,14.058112059044609,30.80265090208883,7.375672801248211,22.866260391515937,12.786881144772215,22.01872405616231
36,Road Runner,0.6095783321095455,23.29954121549395,12.050452589796945,35.908338744437785,4.44999744805164,32.44361039398318,9.44232028302222,15.928200341143036
36,Foghorn Leghorn,0.6165003108552592,31.10273460662333,16.238767796002477,35.60586638664153,7.3228596336337715,17.405232393782903,14.600626587874906,30.33387440511206
36,Bugs Bunny,0.633099095816536,35.103255441855765,15.107636967958772,36.465116529355576,5.983037890728011,17.78187628858106,13.43263490185075,31.298229544325867
36,Elmer Fudd,0.602080696836895,28.95785565751848,15.604234565839953,35.07356412108076,6.36140478402669,25.227663662404808,15.082311856289563,25.400122334301525
36,Lola Bunny,0.6356984703127273,35.220278559044,14.069190670381705,33.550082316486474,2.0399185586488233,20.530484220946278,14.841853388290172,31.532633254426475
36,Porky Pig,0.605018920473772,30.218696910824004,16.724368638994747,38.37091258818835,5.5019889713966785,15.840378302587023,13.302711414354393,30.604077656626846
36,Tasmanian Devil,0.6246692069845383,21.536304784989074,13.872966809282463,36.85093137689031,4.700746346921326,20.09534883255339,8.239036592023446,22.081184700370965
36,Gossamer,0.6125729305596167,34.5346569645404,16.177138433381288,34.73931104794343,3.581937167606549,9.969083480122148,13.064053650946114,33.37551796099932
36,Granny,0.612088830951232,28.83347982561992,13.71596656436148,33.37216291342062,6.904608144596482,22.194393730026473,13.208219099582415,25.130062084008504
36,Wile E. Coyote,0.6171289206381032,31.52917764918112,15.15774541002811,34.28846231574088,3.8272600364436955,20.56421309926078,17.27866356885998,32.86180668665564
36,Tweety,0.6179848820418354,27.931434199427574,12.539906199716556,36.749986487315006,9.307793427893868,21.052091372528672,14.017973904843494,29.28279951637248
36,Penelope,0.6168411450801475,24.588214337867424,15.7073684974314,29.0511954883134,6.69853506506915,16.732601219025383,10.362362642090535,20.7721545799988
36,Daffy Duck,0.6344209299009527,31.25655078174157,14.050543007848953,35.68166205819755,7.641079231288858,21.033922465046302,15.866099205665718,32.06092263889386
